"DateTime","ZOO_cladoceran","ZOO_copepod","ZOO_rotifer"
2015-07-08,72.6447991784432,133.313806601797,90.6130923145275
2015-07-09,70.3007750155414,122.501152682451,92.4111305141417
2015-07-10,73.6563157487203,114.391185961498,98.4727235774388
2015-07-11,76.4295973405231,118.139007794359,103.497643968846
2015-07-12,79.6663170704625,117.702350795326,110.061782756462
2015-07-13,79.3651644064272,117.95640082969,112.657676397734
2015-07-14,77.2704214454461,113.748225465556,109.472796081791
2015-07-15,79.6913367614598,113.856260782796,111.532736595146
2015-07-16,74.4468158718231,110.094336811403,107.652610586756
2015-07-17,72.1963426744151,106.050623957041,106.062161162729
2015-07-18,71.2720594990136,104.980473562101,106.485496648015
2015-07-19,70.5947805156085,99.7802694924891,107.133191409021
2015-07-20,72.8854886817326,98.2839040128391,110.809681927709
2015-07-21,73.5815186951285,97.0551591552901,112.936314553971
2015-07-22,71.8877756895575,91.1306098767395,112.266727259729
2015-07-23,71.6873527453177,85.9564037894677,114.338438486417
2015-07-24,68.1447536422956,82.327271255809,113.750246359364
2015-07-25,66.0104866480137,77.1758428210415,114.989497733058
2015-07-26,63.6258798714631,72.2958085801238,113.90918059752
2015-07-27,60.9340580100629,69.0581560228603,112.403996343095
2015-07-28,56.9098568307767,61.0555131300796,109.445666943212
2015-07-29,52.0695774226143,56.0214630539891,99.9300741702025
2015-07-30,54.1826835494786,51.3123617950268,101.719323247485
2015-07-31,56.2376439417963,48.2714221508366,103.684654706027
2015-08-01,57.3302312083334,47.6757177993744,102.105948041918
2015-08-02,54.3955497633946,47.420397280821,96.9163137285455
2015-08-03,51.9435813137126,45.3217605093466,97.9646838527636
2015-08-04,50.8359701495758,41.8268655232732,99.1607350580045
2015-08-05,49.0980268444752,38.6831720542318,101.595839456329
2015-08-06,46.4636658211238,34.7632778712084,101.323827415168
2015-08-07,43.3462482093905,30.4859030958089,102.036071094223
2015-08-08,39.0772359499617,26.7152986980715,97.7801299141126
2015-08-09,36.6822593136441,24.0651114592665,97.8337054349207
2015-08-10,35.9499536256282,22.9992816249269,100.276054121438
2015-08-11,31.4192302000017,20.273073796447,95.8011491937449
2015-08-12,26.7425764088379,17.0253016970571,83.1755556606103
2015-08-13,23.3358670055533,14.6264186683107,73.7042813937241
2015-08-14,24.8319640720912,13.3877141902998,75.0371943251233
2015-08-15,27.5248953612849,12.1599208095802,81.3162379278157
2015-08-16,30.6068411861862,14.2380907221508,87.0800725465434
2015-08-17,32.7570217589987,21.7315036013684,85.7352395856456
2015-08-18,35.4444545256041,31.062710293573,86.418800005275
2015-08-19,35.4605552035686,34.0659611828547,86.3177780033441
2015-08-20,36.3142794843541,32.4301428478358,89.6600018106913
2015-08-21,37.4631481656507,32.306372144759,93.8406214980592
2015-08-22,37.0710846396922,36.3536176721977,93.9168226546133
2015-08-23,35.8267797495432,35.1301695038312,94.9265812049553
2015-08-24,35.1817210846763,35.7366681564253,96.3807413618318
2015-08-25,35.658166570098,36.8469039150771,99.9349781124454
2015-08-26,39.0008595117162,36.5235439155238,110.552706073825
2015-08-27,38.9701981024319,34.1305737438923,117.437432403479
2015-08-28,38.1713488051787,29.4712395960179,123.90857754238
2015-08-29,36.6881840546775,29.2947237949489,125.227202371922
2015-08-30,34.1978123739667,28.7324297893059,124.785172824466
2015-08-31,30.6828924427863,28.252859771821,121.80702162471
2015-09-01,29.2894290995056,27.8135011361415,122.954425509348
2015-09-02,27.6147589406374,27.869729043585,122.407971520601
2015-09-03,25.7479932444252,27.1281057724461,121.559093713192
2015-09-04,24.5581955117812,26.5494800288167,121.997555821856
2015-09-05,18.8858105910176,19.0918634693348,95.2474257414494
2015-09-06,19.7744136879139,19.2672539458371,93.8171963399905
2015-09-07,19.0562173934064,15.3053616635134,90.8795073252858
2015-09-08,21.3515553018193,16.7893431900436,97.6445825071331
2015-09-09,24.3385847690872,27.0513513373901,106.23087238358
2015-09-10,25.8157434452583,46.2304574249721,111.861609294647
2015-09-11,23.4958534176023,40.3520743922001,109.4482577084
2015-09-12,22.8936786667948,34.1808876950794,111.91120169934
2015-09-13,22.1704722871556,31.6554548404956,112.979277484895
2015-09-14,24.1407364055474,30.6128277654194,124.56521926989
2015-09-15,25.141856472616,32.4695275699886,131.823259359765
2015-09-16,25.0667280510631,31.9592430229379,137.289788176696
2015-09-17,24.9091240677804,31.0069709562918,141.825534140873
2015-09-18,24.9100619917845,29.1779511335819,146.817845372411
2015-09-19,24.5148874508053,27.2427838458451,151.563390613768
2015-09-20,24.2986691008487,26.8827341939599,155.0281624496
2015-09-21,23.4585721439713,29.2086125668161,155.389485659217
2015-09-22,13.6484946293051,15.627422438633,113.361078076567
2015-09-23,12.890274132779,17.7427683912686,98.7006983212982
2015-09-24,13.5414767754778,22.4779967923265,95.3534108529834
2015-09-25,14.2960922091347,31.5960703571065,90.9972058299675
2015-09-26,15.017417338255,42.9056783306095,84.5675635191192
2015-09-27,13.0428197659436,35.3798999823469,75.280150700352
2015-09-28,11.1553124124074,31.9098231189199,64.081178891945
2015-09-29,9.16623889979135,23.4678465508968,56.4177633143259
2015-09-30,7.64355552081756,20.8796473950294,49.3422181381159
2015-10-01,7.73950373795052,30.0212515639206,47.5154581608784
2015-10-02,7.84331726267403,47.0016012000302,45.5450194575194
2015-10-03,5.05920389161812,43.5182361767426,37.7473066355348
2015-10-04,3.28358992873235,25.7762946085881,29.0819301594624
2015-10-05,3.57254580468723,24.0094482540936,27.6019702406528
2015-10-06,3.41881825867014,20.3033264861337,28.615208227583
2015-10-07,3.61599141749539,20.5739819934037,30.7394561769529
2015-10-08,4.59333246581194,28.5233101298372,34.1692032334069
2015-10-09,4.04805755393673,29.436097600128,33.2562102758912
2015-10-10,3.25187749698475,24.3726575935115,31.4459649194674
2015-10-11,2.99056251716997,22.6704864252457,30.0462025653935
2015-10-12,3.19429714769047,18.6337659141725,30.2466266728931
2015-10-13,3.79380153315066,15.8061868264559,31.6350696471558
2015-10-14,3.72640862492668,14.0194693981249,32.0905641384566
2015-10-15,3.71028898469497,13.1145927322155,32.6716437049874
2015-10-16,5.1940924011285,13.0045049161809,35.9508189592868
2015-10-17,7.66592023170519,12.553725249326,39.9099955753189
2015-10-18,11.6892588871397,9.90914319262117,41.0116958117149
2015-10-19,19.3457791165276,8.51604756215588,49.4854743805111
2015-10-20,30.6996560536514,7.77831354039601,61.0071472546105
2015-10-21,36.798662106669,7.60897353120812,68.9936821842717
2015-10-22,42.8936676774036,7.6261767459559,76.4808275601838
2015-10-23,51.1713849006326,9.1580632272015,86.4612410774859
2015-10-24,58.7833638046213,11.474149461125,95.7916111817884
2015-10-25,65.5855823711636,14.6731862326315,103.060240648824
2015-10-26,77.8571517499192,21.652886519739,112.897382104311
2015-10-27,83.0978897421447,35.0040764127044,115.879039802211
2015-10-28,51.3340270079594,44.388494599981,58.2893830456493
2015-10-29,35.8132159627785,43.5354087433968,37.3296464360066
2015-10-30,28.0105999198462,34.213807867359,29.9322645275664
2015-10-31,17.677382573051,19.7568175304354,20.3457512242164
2015-11-01,13.2567061679004,13.4680905014842,16.1183631679137
2015-11-02,14.6179285138544,11.104787569671,16.634146531269
2015-11-03,17.749885750596,10.4579008224057,18.6044462716397
2015-11-04,21.1343745749828,11.8238938515922,20.6953274526138
2015-11-05,28.2301309839238,16.7610316924293,25.4625636655468
2015-11-06,35.2982139173201,29.2773090421303,28.5673762606455
2015-11-07,33.264875147495,36.3186139344943,29.6170642727513
2015-11-08,36.0061487355035,39.4873575938864,31.5086221050674
2015-11-09,40.9345748140025,48.7637812821385,35.0245439087621
2015-11-10,26.8624925451765,28.0525999956943,24.0977696838488
2015-11-11,24.0477969216783,22.696616029686,21.2827683554406
2015-11-12,23.3572027894932,19.3151587330725,19.5489628094138
2015-11-13,23.1590290477448,16.5888090050235,18.5932569933122
2015-11-14,29.2084177037448,22.7986051031517,21.1812102166696
2015-11-15,29.7233364994868,32.1204441636805,21.5346068581284
2015-11-16,28.4912090750527,26.5871400656076,20.8323354684705
2015-11-17,28.2889450459763,23.1168551337341,21.0212937533877
2015-11-18,29.6326196075053,20.2511334874127,21.9241583174235
2015-11-19,31.4656112382468,17.8603350582988,23.1469445224974
2015-11-20,25.5243080152455,12.1460839491021,18.8406749725989
2015-11-21,22.6690458481644,10.6251095692139,16.2222354426567
2015-11-22,23.999705973656,12.7789853440796,15.7626715849256
2015-11-23,17.9135344020646,9.95781941404205,12.6920977172132
2015-11-24,14.087837436552,8.33738447943705,10.816181975935
2015-11-25,12.8134192456671,6.8650236018449,10.0493173739117
2015-11-26,12.8698486561948,5.86813098252752,10.0804425093824
2015-11-27,13.3553945901824,5.12416176663002,10.403348930399
2015-11-28,15.7923869495062,4.42217047070856,11.560889028542
2015-11-29,19.6791543579989,4.06636574346457,13.6668516526953
2015-11-30,22.6030488564116,3.61764813322745,15.170247662387
2015-12-01,21.7180847110258,2.52923849400005,13.9082709339144
2015-12-02,17.403314757102,1.77795439538989,11.3393556514319
2015-12-03,13.6978844955928,1.35243885950949,9.25178106914682
2015-12-04,13.7703795958204,1.23506885621311,8.67377017608474
2015-12-05,14.9775763890098,1.85958225244393,8.7098166776179
2015-12-06,16.6044595841563,2.16795915277691,9.0500673813028
2015-12-07,18.0507261925486,2.33254686682107,9.24920413636135
2015-12-08,20.2519847011182,2.56428695880468,9.71881639752634
2015-12-09,22.4642504437631,2.20620176679294,10.4106104675889
2015-12-10,23.7435678900366,1.98590756728243,10.6808795880214
2015-12-11,26.3032512976297,1.88818749822205,11.4816904219321
2015-12-12,29.8623217416842,1.85732878472108,12.6065716105264
2015-12-13,32.299431660972,1.74126642041803,13.3978373866513
2015-12-14,37.7468255516421,1.62502114835449,15.3716208971397
2015-12-15,37.781725595832,1.44534728733042,15.4109738826098
2015-12-16,36.7282836193376,1.33928136731376,15.2762514764736
2015-12-17,41.7795303041873,1.30858108809458,17.1058463578292
2015-12-18,32.8316152345744,0.953667251899392,13.4597206508223
2015-12-19,32.0971630783374,0.951501926116668,12.7576873823917
2015-12-20,32.7942759042357,1.20720278853867,12.7524379272036
2015-12-21,34.8764481811106,1.10962002915629,14.4379020765967
2015-12-22,54.9861035280624,1.07997896173056,21.1691237526203
2015-12-23,41.0744462112326,0.583186206230743,14.7386517831448
2015-12-24,28.0084785078752,0.405644684551791,10.2877171704443
2015-12-25,22.7722338441523,0.742500787854486,8.52210051417205
2015-12-26,26.9421616781569,0.937256835419539,9.71021882329455
2015-12-27,25.7604896363699,0.653115700895597,8.88751004195465
2015-12-28,35.470727680105,1.33882075475584,11.4352434619513
2015-12-29,30.9688821960633,0.961474481874908,9.86708204722316
2015-12-30,28.5252732823223,0.916764728089461,9.04206214145291
2015-12-31,28.7111034088335,1.1431004642603,8.7025427170665
2016-01-01,30.7656858929934,1.61870286529663,8.93082864040553
