"time","FLOW","TEMP","SALT","OXY_oxy","NIT_amm","NIT_nit","PHS_frp","OGM_doc","OGM_docr","OGM_poc","OGM_don","OGM_donr","OGM_pon","OGM_dop","OGM_dopr","OGM_pop","CAR_dic","CAR_pH","SIL_rsi","CAR_ch4","PHY_cyano","PHY_cyano_IN","PHY_cyano_IP","PHY_green","PHY_green_IN","PHY_green_IP","PHY_diatom","PHY_diatom_IN","PHY_diatom_IP"
2000-07-07,3.57977643543345,19.5249692458259,0,231.919266768331,1.11455369133455,0.051039975611185,0.00670273470212123,19.1599416511328,43.7910720037576,4.44774195466602,0.784421954851141,8.54440874941403,1.14331974226533,-0.0190656897953378,0.225497106086621,-0.598452343663426,84.5565538725459,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-08,-1.47451092431236,17.9003331150203,0,279.65336532142,0.305564044975132,0.0971126332700474,0.0431784688574241,36.8259905247474,116.58436317824,21.5782682710419,0.403218000845862,1.79780883415267,0.16851486896467,0.000953627233678681,0.26321306689137,1.07226316120274,108.426638185004,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-09,0.948182297317084,30.9255769297776,0,322.327074024301,0.215064357873876,0.0531428727369137,0.0102155019609059,20.5009229385255,606.166280288751,31.1488255247936,0.214944718164055,6.3872514582765,1.57685628824221,0.00152520327017978,0.34010726010037,0.049152612629058,57.1674317409544,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-10,1.65249839980321,24.1942108156237,0,257.961139988582,0.87227736830526,0.0623388251166604,0.0691780809615454,11.3130406729159,281.05806311092,6.20806329641858,0.575823120923559,7.39989956126216,2.35796749321805,-0.0376822254323787,0.101810072342313,-0.352697647260014,62.9269850656477,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-11,1.25790472659425,9.4914592681998,0,253.973692483884,0.782354145722009,0.0558885407234345,0.0868703992265736,22.1968179181493,-73.7948522339203,2.88580705039338,0.330331937663921,10.0693285493196,2.07764896523658,0.00802331148487963,-0.0653749380478573,-0.134807537864024,55.1677448682905,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-12,-0.120406897526143,36.75178197594,0,286.686765672998,0.471757199156919,0.137690691238873,0.0607335476741831,70.5466973761644,493.182624850935,16.3183078949538,0.610559264551599,15.1394759689231,2.94695325669023,0.0266807672841394,0.468657962871828,1.837903153033,44.8332264731854,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-13,6.22270877406078,29.3313600087925,0,192.412434899208,-0.104145141479907,0.10978386909879,0.00331359625730949,37.3896274871854,497.160748762667,7.65043032195848,0.758996346286579,2.9497109121279,1.07293046085646,-0.0106822130860266,0.0881893145448013,0.453398010708026,44.4507332460006,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-14,2.7291311701808,18.4028884105118,0,189.332535444967,0.285828446736377,-0.0260433340031093,0.0973708172242683,32.1635783397342,240.880082646749,-12.5648008858725,1.847710860521,18.9535203090179,2.42295419915353,0.0278344101245037,0.426624214788087,1.23696158006213,37.0580596779722,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-15,7.46720455726088,13.2670933224041,0,328.845165926173,1.48963056528163,0.210680675366758,0.0262457714708283,6.43061055331604,88.2865599439793,8.85560552592796,0.174314521471112,3.50501671477597,-0.818816237682728,0.00333998052001384,0.481510676782683,0.219881175955682,61.0531759794208,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-16,1.37404415865809,20.886840430476,0,185.759994472072,0.677839619299611,0.124992329565553,0.121328373955651,34.5311717061561,325.868817423864,17.4054882227802,1.25969991560958,10.9571640249837,2.5939831024713,0.0509895378152057,0.0964423348794773,1.55514900148066,33.0720781182442,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-17,4.4836087664096,15.1135134418667,0,234.958250174012,0.982603087640001,0.072803653781535,0.0256415709242087,17.4424452306028,270.078775275529,6.93419451576444,-0.0843649640647536,3.97821751022426,0.947773497521051,-0.00535361571343262,0.164976326207304,0.566172601527231,43.8739619768624,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
