time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_donr,OGM_pon,OGM_dop,OGM_dopr,OGM_pop,CAR_dic,CAR_pH,SIL_rsi,CAR_ch4,PHY_cyano,PHY_cyano_IN,PHY_cyano_IP,PHY_green,PHY_green_IN,PHY_green_IP,PHY_diatom,PHY_diatom_IN,PHY_diatom_IP
2000-07-07,3.579776435,30.96271309,0,231.9192668,1.114553691,0.051039976,0.006702735,19.15994165,43.791072,4.447741955,0.784421955,8.544408749,1.143319742,-0.01906569,0.225497106,-0.598452344,84.55655387,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-08,-1.474510924,24.59295159,0,279.6533653,0.305564045,0.097112633,0.043178469,36.82599052,116.5843632,21.57826827,0.403218001,1.797808834,0.168514869,0.000953627,0.263213067,1.072263161,108.4266382,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-09,0.948182297,39.49745341,0,322.327074,0.215064358,0.053142873,0.010215502,20.50092294,606.1662803,31.14882552,0.214944718,6.387251458,1.576856288,0.001525203,0.34010726,0.049152613,57.16743174,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-10,1.6524984,33.27364456,0,257.96114,0.872277368,0.062338825,0.069178081,11.31304067,281.0580631,6.208063296,0.575823121,7.399899561,2.357967493,-0.037682225,0.101810072,-0.352697647,62.92698507,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-11,1.257904727,15.83613552,0,253.9736925,0.782354146,0.055888541,0.086870399,22.19681792,-73.79485223,2.88580705,0.330331938,10.06932855,2.077648965,0.008023311,-0.065374938,-0.134807538,55.16774487,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-12,-0.120406898,42.11159815,0,286.6867657,0.471757199,0.137690691,0.060733548,70.54669738,493.1826249,16.31830789,0.610559265,15.13947597,2.946953257,0.026680767,0.468657963,1.837903153,44.83322647,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-13,6.222708774,34.87163898,0,192.4124349,-0.104145141,0.109783869,0.003313596,37.38962749,497.1607488,7.650430322,0.758996346,2.949710912,1.072930461,-0.010682213,0.088189315,0.453398011,44.45073325,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-14,2.72913117,23.52163167,0,189.3325354,0.285828447,-0.026043334,0.097370817,32.16357834,240.8800826,-12.56480089,1.847710861,18.95352031,2.422954199,0.02783441,0.426624215,1.23696158,37.05805968,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-15,7.467204557,19.07809222,0,328.8451659,1.489630565,0.210680675,0.026245771,6.430610553,88.28655994,8.855605526,0.174314521,3.505016715,-0.818816238,0.003339981,0.481510677,0.219881176,61.05317598,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-16,1.374044159,26.69458034,0,185.7599945,0.677839619,0.12499233,0.121328374,34.53117171,325.8688174,17.40548822,1.259699916,10.95716402,2.593983102,0.050989538,0.096442335,1.555149001,33.07207812,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-17,4.483608766,20.55915206,0,234.9582502,0.982603088,0.072803654,0.025641571,17.44244523,270.0787753,6.934194516,-0.084364964,3.97821751,0.947773498,-0.005353616,0.164976326,0.566172602,43.87396198,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-18,7.257671259,46.66288045,0,256.2112334,0.148001247,0.149827757,0.071836296,62.16070781,442.13655,32.98647204,0.774040738,8.716765701,2.029160307,0.062062547,0.323317186,1.008870315,48.24015486,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-19,-2.725721883,31.9355663,0,261.5093968,0.834308406,0.101615831,0.005444192,31.93300533,397.423479,25.19552825,0.216381799,9.570028887,0.73965122,0.042351692,0.437143057,1.588924422,86.96996788,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-20,-0.09735894,34.9434464,0,271.231625,0.200146743,-0.048087015,-0.039319295,31.00346908,299.0108385,23.47786511,0.403033882,11.02131859,1.764889091,0.01894133,-0.061860263,0.366616178,76.55221048,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-21,0.117178159,40.78123306,0,266.8435344,0.452808577,-0.026738095,0.043522272,28.75131403,470.7007968,9.845860358,0.246502362,0.622000142,1.462332003,-0.010939562,0.129918158,0.729995162,36.73506678,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-22,1.986261087,37.09518751,0,270.8606289,1.388918175,-0.033623248,0.032395436,41.62077983,-17.74368129,1.606944209,0.25396107,1.174957799,0.239041584,0.06071918,0.539207636,1.28564042,42.48058321,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-23,-0.51422666,46.38794925,0,322.3921383,-0.167050328,0.009389232,0.078035395,31.84040657,322.6938268,9.122074207,1.50743006,2.672924708,0.884563647,0.054223961,0.431679944,1.078237333,15.88848097,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-24,-6.776800251,35.3175613,0,331.4218302,0.548121832,0.088288913,-0.053703544,32.92004078,-154.437177,14.06219648,0.743275817,10.77711556,2.497538415,0.044097717,0.553357613,0.385547096,56.69133499,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-25,-6.26072217,50.25962502,0,202.6270881,0.648005865,0.075121023,0.009057267,17.66814914,330.0285012,10.74082144,0.721006244,6.363499424,-0.059604926,0.015381921,0.382374712,1.155939761,32.39970558,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-26,3.525212312,26.81246221,0,261.3595838,0.671476815,0.106962796,-0.007912965,28.33061424,345.7263761,4.950051052,1.600191728,8.78099107,2.078334532,0.028168683,0.548736317,0.518287121,85.47197,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-27,-0.745978982,18.605327,0,287.4794816,0.047497937,-0.019542086,0.089862434,33.2327953,522.0889892,13.80553094,0.7908689,1.718060561,3.176564126,0.055884155,-0.358360133,-0.044029715,88.03628148,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-28,-2.235561291,30.34709879,0,223.0137217,1.829507453,-0.030831631,0.073795475,46.53543486,599.4298378,23.21309092,0.0954165,10.99634738,1.650371688,0.021952145,-0.224815931,-0.544126911,44.75096341,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-29,1.251498211,34.86388489,0,279.2977592,1.027461606,0.073548866,0.001502658,27.59432212,377.9137787,10.60491481,1.480848354,12.38285127,2.676021983,-0.024951151,-0.153041558,0.126714919,67.89594597,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-30,4.361996322,41.13239399,0,196.1738993,0.361411552,0.04851745,0.125462951,31.09697144,346.9479876,15.69494124,0.877173133,2.707273152,0.943304943,0.025614993,0.223786679,0.714560264,48.3356229,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-07-31,5.781832037,43.74890222,0,344.6010657,0.037856373,-0.053898818,0.047186184,28.29335895,-88.31455016,14.93020665,1.069454595,19.56851305,2.601828209,-0.014177885,-0.133458057,-0.011450464,48.1563938,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-08-01,-0.540818935,30.13397222,0,212.5664928,0.946552144,0.023305732,-0.013534402,23.82998878,45.20135422,8.290186443,-0.257635283,9.805712371,1.211061466,0.043544127,0.42993881,2.080117584,27.01641475,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-08-02,-0.263468627,26.61124533,0,321.261159,0.044390941,0.167362298,-0.001356026,25.88924991,536.2448494,24.24531669,0.524039308,0.270857006,-0.206979103,-0.00319643,0.072151669,1.350611915,77.61133634,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-08-03,-4.318081086,26.26193808,0,308.8758838,0.567760676,0.120184281,0.004730481,46.7331131,598.6673727,37.78221936,0.083673471,2.822359771,0.841067348,0.028242307,0.488391957,2.566506573,62.57187467,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-08-04,1.401382633,40.46354786,0,319.5310767,0.747059818,-0.031277564,-0.005220934,9.460743675,74.37522703,3.067342906,1.154692327,6.611016017,1.947895966,0.004296601,0.119173868,-0.188968934,50.65196364,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-08-05,-1.53112182,18.33270538,0,165.2745311,0.167986683,0.013005423,0.088307233,43.8696994,392.7023633,27.88939817,1.939026594,15.24574032,1.675145843,0.050725258,0.023705213,0.701133986,42.26575041,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-08-06,1.32624802,38.77340313,0,264.1449926,0.934552524,0.179462245,0.134265544,-4.965331922,-83.06149031,7.485611332,0.428444131,-2.413019846,3.795027373,-0.02981252,-0.53800005,0.418681465,68.44269555,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-08-07,2.316335132,15.81597296,0,319.1017281,1.12987579,0.045081464,0.014691567,9.684251042,406.3705298,26.76159604,0.959554429,6.895259683,0.387370015,0.021493311,0.264007357,1.985005019,62.77144476,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2000-08-08,3.035909267,38.53151081,0,228.8135834,0.726365895,0.052739949,0.036581046,48.94610838,593.2406124,5.564325509,0.804241071,8.951804478,2.032058373,0.022117221,-0.187797458,-0.478889763,53.62833235,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
